doc_id,arquivo,linha,turno,falante,rotulo_original,fornecedor,modelo,papel,palavras
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,9932,216,ia,Gemini 3 Pro Prompt Instructor diz,google,Gemini 3 Pro,prompt_instructor,549
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10036,217,ia,Claude Opus 4.6 diz,anthropic,Claude Opus 4.6,,1864
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10230,218,humano,Eu,,,,45
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10236,219,ia,ChatGPT 5.2 Prompt Instructor diz,openai,ChatGPT 5.2,prompt_instructor,782
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10401,220,ia,Gemini 3 Pro Prompt Instructor diz,google,Gemini 3 Pro,prompt_instructor,512
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10503,221,ia,Claude Sonnet 4.6 diz,anthropic,Claude Sonnet 4.6,,22
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10509,222,humano,Eu,,,,17
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10515,223,ia,Claude Sonnet 4.6 diz,anthropic,Claude Sonnet 4.6,,590
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10617,224,ia,Perplexity diz,perplexity,Perplexity,,1054
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,10817,225,ia,ChatGPT 5.2 Prompt Instructor diz,openai,ChatGPT 5.2,prompt_instructor,1045
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,11064,226,ia,Gemini 3 Pro Prompt Instructor diz,google,Gemini 3 Pro,prompt_instructor,556
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,11171,227,ia,Claude Sonnet 4.6 diz,anthropic,Claude Sonnet 4.6,,838
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-3-de-4.md,11315,228,ia,Perplexity diz,perplexity,Perplexity,,1124
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-4-de-4.md,19,229,ia,ChatGPT 5.2 Prompt Instructor diz,openai,ChatGPT 5.2,prompt_instructor,1107
S02,corpus/sessoes-mistas/S02-prompts-e-respostas-2_parte-4-de-4.md,308,230,ia,Gemini 3 Pro Prompt Instructor diz,google,Gemini 3 Pro,prompt_instructor,591
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,33,1,humano,Eu,,,,19
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,37,2,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,239
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,76,3,humano,Eu,,,,19
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,82,4,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1367
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,591,5,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,377
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,649,6,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,661
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,702,7,ia,Perplexity diz,perplexity,Perplexity,,607
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,791,8,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1924
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,1513,9,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,836
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,1687,10,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,571
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,1717,11,ia,Perplexity diz,perplexity,Perplexity,,476
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,1767,12,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,823
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,1950,13,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,536
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,2024,14,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,274
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,2036,15,humano,Eu,,,,6
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,2040,16,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,5676
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,3485,17,humano,Eu,,,,19
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,3489,18,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1219
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,3967,19,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,628
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,4029,20,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2304
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,4299,21,ia,Perplexity diz,perplexity,Perplexity,,674
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,4453,22,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1839
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5068,23,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,477
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5107,24,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2518
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5418,25,ia,Perplexity diz,perplexity,Perplexity,,374
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5442,26,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,498
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5512,27,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,286
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5540,28,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1977
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5831,29,humano,Eu,,,,111
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,5845,30,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1086
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,6167,31,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,820
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,6255,32,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2653
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,6401,33,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,953
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,6590,34,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,2434
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,7019,35,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1896
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,7215,36,humano,Eu,,,,108
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,7231,37,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1278
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,7546,38,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,461
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,7603,39,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2776
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,8085,40,ia,Perplexity diz,perplexity,Perplexity,,283
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,8114,41,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1500
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,8542,42,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,548
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,8605,43,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,756
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,8656,44,ia,Perplexity diz,perplexity,Perplexity,,351
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,8688,45,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1470
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,9140,46,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,1145
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,9367,47,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,9550
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,12033,48,humano,Eu,,,,18
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,12037,49,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1018
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,12401,50,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,430
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,12454,51,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,941
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-1-de-3.md,12638,52,ia,Perplexity diz,perplexity,Perplexity,,1755
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,19,53,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1259
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,516,54,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,697
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,588,55,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,713
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,625,56,ia,Perplexity diz,perplexity,Perplexity,,907
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,801,57,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1175
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1223,58,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,626
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1334,59,humano,Eu,,,,6
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1338,60,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2570
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1928,61,humano,Eu,,,,19
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1932,62,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,153
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1961,63,humano,Eu,,,,19
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,1969,64,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1626
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,2461,65,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,260
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,2487,66,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,564
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,2525,67,ia,Perplexity diz,perplexity,Perplexity,,2247
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,3085,68,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1956
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,3762,69,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,681
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,3850,70,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,696
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,3901,71,ia,Perplexity diz,perplexity,Perplexity,,1953
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,4347,72,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1032
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,4609,73,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,822
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,4710,74,humano,Eu,,,,6
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,4714,75,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,5652
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,5694,76,humano,Eu,,,,40
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,5698,77,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,184
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,5730,78,humano,Eu,,,,20
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,5740,79,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,2265
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,6580,80,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,683
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,6654,81,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,667
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,6682,82,ia,Perplexity diz,perplexity,Perplexity,,774
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,6843,83,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1767
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7515,84,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,415
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7545,85,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,492
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7561,86,ia,Perplexity diz,perplexity,Perplexity,,677
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7627,87,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,980
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7887,88,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,326
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7912,89,humano,Eu,,,,14
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,7916,90,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,6762
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,9738,91,humano,Eu,,,,18
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,9742,92,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,127
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,9765,93,humano,Eu,,,,19
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,9773,94,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1487
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,10303,95,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,382
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,10355,96,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,265
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,10368,97,humano,Eu,,,,26
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,10372,98,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2408
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,10918,99,ia,Perplexity diz,perplexity,Perplexity,,603
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,11089,100,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,839
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,11276,101,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,658
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,11353,102,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3148
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,12122,103,ia,Perplexity diz,perplexity,Perplexity,,953
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,12249,104,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,778
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,12409,105,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,747
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-2-de-3.md,12489,106,humano,Eu,,,,14
S03,corpus/sessoes-mistas/S03-prompts-e-respostas-3_parte-3-de-3.md,19,107,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,7964
S04,corpus/sessoes-mistas/S04-pi.md,18,1,humano,Eu,,,,81
S04,corpus/sessoes-mistas/S04-pi.md,22,2,ia,ChatGPT 5.5 diz,openai,ChatGPT 5.5,,882
S04,corpus/sessoes-mistas/S04-pi.md,178,3,ia,Claude Opus 4.8 diz,anthropic,Claude Opus 4.8,,1686
S04,corpus/sessoes-mistas/S04-pi.md,429,4,ia,ChatGPT 5.5 diz,openai,ChatGPT 5.5,,1284
S04,corpus/sessoes-mistas/S04-pi.md,641,5,ia,Claude Opus 4.8 diz,anthropic,Claude Opus 4.8,,304
S04,corpus/sessoes-mistas/S04-pi.md,659,6,humano,Eu,,,,61
S04,corpus/sessoes-mistas/S04-pi.md,665,7,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,905
S04,corpus/sessoes-mistas/S04-pi.md,853,8,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,1117
S04,corpus/sessoes-mistas/S04-pi.md,950,9,humano,Eu,,,,13
S04,corpus/sessoes-mistas/S04-pi.md,958,10,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1678
S04,corpus/sessoes-mistas/S04-pi.md,1253,11,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,2121
S04,corpus/sessoes-mistas/S04-pi.md,1599,12,humano,Eu,,,,39
S04,corpus/sessoes-mistas/S04-pi.md,1607,13,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1231
S04,corpus/sessoes-mistas/S04-pi.md,1748,14,humano,Eu,,,,70
S04,corpus/sessoes-mistas/S04-pi.md,1758,15,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,2383
S04,corpus/sessoes-mistas/S04-pi.md,2313,16,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,884
S04,corpus/sessoes-mistas/S04-pi.md,2364,17,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,2451
S04,corpus/sessoes-mistas/S04-pi.md,2870,18,humano,Eu,,,,56
S04,corpus/sessoes-mistas/S04-pi.md,2882,19,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1852
S04,corpus/sessoes-mistas/S04-pi.md,3307,20,ia,Claude Opus 4.8 Prompt Instructor diz,anthropic,Claude Opus 4.8,prompt_instructor,529
S04,corpus/sessoes-mistas/S04-pi.md,3323,21,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,2331
S04,corpus/sessoes-mistas/S04-pi.md,3831,22,ia,Claude Opus 4.8 Prompt Instructor diz,anthropic,Claude Opus 4.8,prompt_instructor,705
S04,corpus/sessoes-mistas/S04-pi.md,3856,23,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1645
S04,corpus/sessoes-mistas/S04-pi.md,4307,24,ia,Claude Opus 4.8 Prompt Instructor diz,anthropic,Claude Opus 4.8,prompt_instructor,714
S04,corpus/sessoes-mistas/S04-pi.md,4335,25,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1230
S04,corpus/sessoes-mistas/S04-pi.md,4575,26,ia,Claude Fable 5 Prompt Instructor diz,anthropic,Claude Fable 5,prompt_instructor,586
S04,corpus/sessoes-mistas/S04-pi.md,4591,27,humano,Eu,,,,20
S04,corpus/sessoes-mistas/S04-pi.md,4595,28,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1854
S04,corpus/sessoes-mistas/S04-pi.md,5186,29,humano,Eu,,,,32
S04,corpus/sessoes-mistas/S04-pi.md,5198,30,humano,Eu,,,,35
S04,corpus/sessoes-mistas/S04-pi.md,5204,31,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1175
S04,corpus/sessoes-mistas/S04-pi.md,5517,32,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,862
S04,corpus/sessoes-mistas/S04-pi.md,5620,33,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,1156
S04,corpus/sessoes-mistas/S04-pi.md,5949,34,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,329
S04,corpus/sessoes-mistas/S04-pi.md,5972,35,humano,Eu,,,,50
S04,corpus/sessoes-mistas/S04-pi.md,5978,36,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,797
S04,corpus/sessoes-mistas/S04-pi.md,6094,37,humano,Eu,,,,33
S04,corpus/sessoes-mistas/S04-pi.md,6100,38,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,812
S04,corpus/sessoes-mistas/S04-pi.md,6254,39,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,761
S04,corpus/sessoes-mistas/S04-pi.md,6304,40,ia,ChatGPT 5.6 Prompt Instructor diz,openai,ChatGPT 5.6,prompt_instructor,912
S04,corpus/sessoes-mistas/S04-pi.md,6378,41,humano,Eu,,,,21
S04,corpus/sessoes-mistas/S04-pi.md,6382,42,ia,ChatGP5 5.6 Prompt Instructor diz,desconhecido,,prompt_instructor,2265
S04,corpus/sessoes-mistas/S04-pi.md,6975,43,ia,Claude Opus 5 Prompt Instructor diz,anthropic,Claude Opus 5,prompt_instructor,729
S04,corpus/sessoes-mistas/S04-pi.md,7028,44,humano,Eu,,,,76
S04,corpus/sessoes-mistas/S04-pi.md,7036,45,ia,ChatGPT 5.5 PI diz,openai,ChatGPT 5.5 PI,,1174
S04,corpus/sessoes-mistas/S04-pi.md,7272,46,ia,Gemini 3.5 Flash PI diz,google,Gemini 3.5 Flash PI,,691
S04,corpus/sessoes-mistas/S04-pi.md,7380,47,ia,Claude Opus 4.8 PI diz,anthropic,Claude Opus 4.8 PI,,1322
S04,corpus/sessoes-mistas/S04-pi.md,7462,48,ia,ChatGPT 5.5 PI diz,openai,ChatGPT 5.5 PI,,1247
S04,corpus/sessoes-mistas/S04-pi.md,7726,49,ia,Gemini 3.5 Flash PI diz,google,Gemini 3.5 Flash PI,,678
S04,corpus/sessoes-mistas/S04-pi.md,7795,50,ia,Claude Opus 4.8 PI diz,anthropic,Claude Opus 4.8 PI,,1030
S04,corpus/sessoes-mistas/S04-pi.md,7851,51,ia,ChatGPT 5.5 PI diz,openai,ChatGPT 5.5 PI,,680
S04,corpus/sessoes-mistas/S04-pi.md,7945,52,ia,Gemini 3.5 Flash PI diz,google,Gemini 3.5 Flash PI,,486
S04,corpus/sessoes-mistas/S04-pi.md,8001,53,ia,Claude Opus 4.8 PI diz,anthropic,Claude Opus 4.8 PI,,970
S04,corpus/sessoes-mistas/S04-pi.md,8061,54,humano,Eu,,,,29
S04,corpus/sessoes-mistas/S04-pi.md,8067,55,ia,ChatGPT 5.5 Prompt Instructor diz,openai,ChatGPT 5.5,prompt_instructor,600
S04,corpus/sessoes-mistas/S04-pi.md,8224,56,ia,Claude Opus 4.8 Prompt Instructor diz,anthropic,Claude Opus 4.8,prompt_instructor,374
S04,corpus/sessoes-mistas/S04-pi.md,8251,57,ia,ChatGPT 5.5 Prompt Instructor diz,openai,ChatGPT 5.5,prompt_instructor,523
S04,corpus/sessoes-mistas/S04-pi.md,8378,58,ia,Claude Opus 4.8 Prompt Instructor diz,anthropic,Claude Opus 4.8,prompt_instructor,333
S04,corpus/sessoes-mistas/S04-pi.md,8458,59,humano,Eu,,,,60
